title,company_name,url,remote,first_seen_at,last_seen_at,lang,juniority_score,source,external_ids_0,external_ids_1,external_ids_2,external_ids_3,external_ids_4,external_ids_5,external_ids_6,external_ids_7,external_ids_8,external_ids_9,locations_0_name,locations_1_name,locations_2_name,locations_3_name,locations_4_name,locations_5_name,locations_6_name,locations_7_name,locations_8_name,locations_9_name,locations_10_name,locations_11_name,locations_12_name,locations_13_name,locations_14_name,locations_15_name,locations_16_name,locations_17_name,locations_18_name,locations_19_name,locations_0_region,locations_1_region,locations_2_region,locations_3_region,locations_4_region,locations_5_region,locations_6_region,locations_7_region,locations_8_region,locations_9_region,locations_10_region,locations_11_region,locations_12_region,locations_13_region,locations_14_region,locations_15_region,locations_16_region,locations_17_region,locations_18_region,locations_19_region,employment_types_0,employment_types_1,employment_types_2,employment_types_3,employment_types_4,employment_types_5,employment_types_6,employment_types_7,employment_types_8,employment_types_9
"Programátor/ka PHP, MYSQL",Webdevel s.r.o.,https://cz.linkedin.com/jobs/view/program%C3%A1tor-ka-php-mysql-at-webdevel-s-r-o-2769147467,False,2021-10-18,2021-11-09,cs,2,linkedin,linkedin#2769147467,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
SAP iXp Intern - ABAP / JavaScript Software Developer / Tester,SAP BusinessObjects,https://cz.linkedin.com/jobs/view/sap-ixp-intern-abap-javascript-software-developer-tester-at-sap-businessobjects-2778585618,False,2021-10-26,2021-10-30,en,2,linkedin,linkedin#2778585618,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,INTERNSHIP,,,,,,,,,
Angular vývojář - junior nebo úplný starter,eppTec,https://www.startupjobs.cz/nabidka/33798/angular-vyvojar-junior-nebo-uplny-starter,False,2021-10-04,2021-10-30,cs,18,startupjobs,startupjobs#33798,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,PART_TIME,FULL_TIME,INTERNSHIP,,,,,,,
Junior konzultant/ka se specializací na Oracle Sales Cloud,Brighten Evo s.r.o.,https://www.startupjobs.cz/nabidka/33820/junior-konzultant-ka-se-specializaci-na-oracle-sales-cloud,False,2021-10-01,2021-10-30,cs,2,startupjobs,startupjobs#33820,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
IT Technik Brno,Nexineo,https://junior.guru/jobs/c2a7d27bc7f596d94645f1c5f232b2ccbd62afbf6a8985ff266c2487/,False,2021-10-15,2021-10-26,,,juniorguru,juniorguru#c2a7d27bc7f596d94645f1c5f232b2ccbd62afbf6a8985ff266c2487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operátor výroby i pro ženy - 13. plat (Plat 25.000 Kč),"AZ Fitness s.r.o., Brno",https://cz.linkedin.com/jobs/view/oper%C3%A1tor-v%C3%BDroby-i-pro-%C5%BEeny-13-plat-plat-25-000-k%C4%8D-at-az-fitness-s-r-o-brno-2771581065,False,2021-10-23,2021-10-24,cs,2,linkedin,linkedin#2771581065,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
C# Developer,Human Search CZ s.r.o.,https://cz.linkedin.com/jobs/view/c%23-developer-at-human-search-cz-s-r-o-2757957321,False,2021-10-18,2021-10-24,cs,8,linkedin,linkedin#2757957321,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Opravář/ka sklářských forem - svářeč/ka kovů,"VETROPACK MORAVIA GLASS, akciová společnost",https://cz.linkedin.com/jobs/view/oprav%C3%A1%C5%99-ka-skl%C3%A1%C5%99sk%C3%BDch-forem-sv%C3%A1%C5%99e%C4%8D-ka-kov%C5%AF-at-vetropack-moravia-glass-akciov%C3%A1-spole%C4%8Dnost-2763453407,False,2021-10-16,2021-10-24,cs,6,linkedin,linkedin#2763453407,,,,,,,,,,Kyjov,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Software Engineer - Package maintainer (Part-time),Red Hat,https://cz.linkedin.com/jobs/view/junior-software-engineer-package-maintainer-part-time-at-red-hat-2771168216,False,2021-10-10,2021-10-24,en,4,linkedin,linkedin#2771168216,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,PART_TIME,,,,,,,,,
Operátor,"ALPS Electric Czech, s.r.o.",https://cz.linkedin.com/jobs/view/oper%C3%A1tor-at-alps-electric-czech-s-r-o-2747552506,False,2021-10-03,2021-10-24,cs,2,linkedin,linkedin#2747552506,,,,,,,,,,Sebranice,,,,,,,,,,,,,,,,,,,,Pardubice,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Technik ve výrobě - i pro absolventy Praha-východ,"Advantage Consulting, s.r.o.",https://cz.linkedin.com/jobs/view/technik-ve-v%C3%BDrob%C4%9B-i-pro-absolventy-praha-v%C3%BDchod-at-advantage-consulting-s-r-o-2740318137,False,2021-10-02,2021-10-24,cs,10,linkedin,linkedin#2740318137,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior PHP developer,3IT úspěšný eshop s.r.o.,https://cz.linkedin.com/jobs/view/junior-php-developer-at-3it-%C3%BAsp%C4%9B%C5%A1n%C3%BD-eshop-s-r-o-2745752284,False,2021-10-01,2021-10-24,cs,8,linkedin,linkedin#2745752284,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Učenlivý junior projekťák pro šťavnaté aplikace | Fulltime,Juicymo s.r.o.,https://www.startupjobs.cz/nabidka/33430/ucenlivy-junior-projektak-pro-stavnate-aplikace-fulltime,False,2021-09-30,2021-10-24,cs,12,startupjobs,startupjobs#33430,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Vývojář/-ka tiskových šablon (vhodné pro absolventy),CSOB,https://cz.linkedin.com/jobs/view/v%C3%BDvoj%C3%A1%C5%99-ka-tiskov%C3%BDch-%C5%A1ablon-vhodn%C3%A9-pro-absolventy-at-%C4%8Dsob-2728178390,False,2021-09-24,2021-10-24,cs,2,linkedin,linkedin#2728178390,,,,,,,,,,Pardubice,,,,,,,,,,,,,,,,,,,,Pardubice,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Consultant / Java Software Engineer,Profinit,https://cz.linkedin.com/jobs/view/junior-consultant-java-software-engineer-at-profinit-2732134639,False,2021-09-21,2021-10-24,cs,6,linkedin,linkedin#2732134639,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Frézař CNC,Groz-Beckert,https://cz.linkedin.com/jobs/view/fr%C3%A9za%C5%99-cnc-m-%C5%BE-at-groz-beckert-2750113566,False,2021-09-18,2021-10-24,cs,4,linkedin,linkedin#2750113566,,,,,,,,,,Borovany,,,,,,,,,,,,,,,,,,,,České Budějovice,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
"Programátor (ka), vhodné i pro absolventy",MioWeb s.r.o.,https://www.startupjobs.cz/nabidka/29956/programator-ka-vhodne-i-pro-absolventy,True,2021-09-03,2021-10-24,cs,12,startupjobs,startupjobs#29956,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,PART_TIME,,,,,,,,,
Programátor ERP aplikací - vývoj speciálního interface,"PROFI-MEN, s.r.o.",https://cz.linkedin.com/jobs/view/program%C3%A1tor-erp-aplikac%C3%AD-v%C3%BDvoj-speci%C3%A1ln%C3%ADho-interface-at-profi-men-s-r-o-2735281405,False,2021-08-20,2021-10-24,cs,2,linkedin,linkedin#2735281405,,,,,,,,,,Trutnov,,,,,,,,,,,,,,,,,,,,Hradec Králové,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Project Manager,Web Revolution s.r.o.,https://www.startupjobs.cz/nabidka/33656/junior-project-manager,False,2021-09-29,2021-10-23,cs,12,startupjobs,startupjobs#33656,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,PART_TIME,FULL_TIME,,,,,,,,
Junior MS Administrátor | i pro absolventy (35–45.000 Kč),Jobs Contact,https://cz.linkedin.com/jobs/view/junior-ms-administr%C3%A1tor-i-pro-absolventy-35%E2%80%9345-000-k%C4%8D-at-jobs-contact-person%C3%A1ln%C3%AD-agentura-2745740223,False,2021-10-02,2021-10-22,cs,6,linkedin,linkedin#2745740223,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior PHP Developer,CoolPeople,https://cz.linkedin.com/jobs/view/junior-php-developer-at-coolpeople-2757918205,False,2021-10-18,2021-10-21,cs,6,linkedin,linkedin#2757918205,,,,,,,,,,Hradec nad Svitavou,,,,,,,,,,,,,,,,,,,,Pardubice,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Software Engineer - Package maintainer (Part-time),Red Hat,https://cz.linkedin.com/jobs/view/junior-software-engineer-package-maintainer-part-time-at-red-hat-2755669492,False,2021-10-11,2021-10-21,en,4,linkedin,linkedin#2755669492,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,PART_TIME,,,,,,,,,
Projektant,DELTA Group ČR,https://cz.linkedin.com/jobs/view/projektant-at-delta-group-%C4%8Dr-2743765104,False,2021-10-07,2021-10-21,cs,4,linkedin,linkedin#2743765104,,,,,,,,,,Třebíč,,,,,,,,,,,,,,,,,,,,Jihlava,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Programátor/ka PLC,"AKTIVIT, spol. s r.o.",https://cz.linkedin.com/jobs/view/program%C3%A1tor-ka-plc-at-aktivit-spol-s-r-o-2745738811,False,2021-10-02,2021-10-21,cs,4,linkedin,linkedin#2745738811,,,,,,,,,,Nový Bor,,,,,,,,,,,,,,,,,,,,Liberec,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
"Operátor/ka skladu, expedice",PackWay s.r.o.,https://cz.linkedin.com/jobs/view/oper%C3%A1tor-ka-skladu-expedice-at-packway-s-r-o-2745754900,False,2021-10-02,2021-10-21,cs,6,linkedin,linkedin#2745754900,,,,,,,,,,Pardubice,,,,,,,,,,,,,,,,,,,,Pardubice,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Java Developer Junior,CGI,https://cz.linkedin.com/jobs/view/java-developer-junior-at-cgi-2724686297,False,2021-08-20,2021-10-21,cs,2,linkedin,linkedin#2724686297,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Technik kvality,WORKREMA s.r.o.,https://cz.linkedin.com/jobs/view/technik-kvality-at-workrema-s-r-o-2728692228,False,2021-08-17,2021-10-21,cs,2,linkedin,linkedin#2728692228,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior/Medior JavaScript developer (React/Node.JS),Reas.cz,https://www.startupjobs.cz/nabidka/32576/junior-medior-javascript-developer-react-node-js,False,2021-08-23,2021-10-20,cs,4,startupjobs,startupjobs#32576,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Project Manager,Neit Consulting s. r. o.,https://www.startupjobs.cz/nabidka/34007/junior-project-manager,False,2021-10-07,2021-10-18,cs,6,startupjobs,startupjobs#34007,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Front End Developer,Worklio s.r.o.,https://junior.guru/jobs/06147bf32b7e6aeb626513bc849f8bc6433cb967716ed6e0e0d405d5/,True,2021-08-18,2021-10-18,,,juniorguru,juniorguru#06147bf32b7e6aeb626513bc849f8bc6433cb967716ed6e0e0d405d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,částečný úvazek,,,,,,,,
Junior C++ Developer,CoolPeople,https://cz.linkedin.com/jobs/view/junior-c%2B%2B-developer-at-coolpeople-2729510887,False,2021-09-19,2021-10-17,cs,12,linkedin,linkedin#2729510887,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior PHP Developer,CoolPeople,https://cz.linkedin.com/jobs/view/junior-php-developer-at-coolpeople-2725643879,False,2021-08-14,2021-10-17,cs,6,linkedin,linkedin#2725643879,,,,,,,,,,Hradec nad Svitavou,,,,,,,,,,,,,,,,,,,,Pardubice,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Software Engineer,Vacuumlabs,https://cz.linkedin.com/jobs/view/software-engineer-at-vacuumlabs-2732723211,False,2021-09-25,2021-10-16,en,2,linkedin,linkedin#2732723211,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,CONTRACT,,,,,,,,,
Junior analytik/vývojář statistických modelů,Česká spořitelna,https://cz.linkedin.com/jobs/view/junior-analytik-v%C3%BDvoj%C3%A1%C5%99-statistick%C3%BDch-model%C5%AF-at-%C4%8Desk%C3%A1-spo%C5%99itelna-2732844353,False,2021-09-22,2021-10-16,cs,10,linkedin,linkedin#2732844353,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Projektant pozemních staveb - vhodné i pro absolventy,Izolace a projekty staveb s.r.o.,https://cz.linkedin.com/jobs/view/projektant-pozemn%C3%ADch-staveb-vhodn%C3%A9-i-pro-absolventy-at-izolace-a-projekty-staveb-s-r-o-2725443905,False,2021-09-17,2021-10-16,cs,6,linkedin,linkedin#2725443905,,,,,,,,,,Turnov,,,,,,,,,,,,,,,,,,,,Liberec,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior MES konzultant,HELLA,https://cz.linkedin.com/jobs/view/junior-mes-konzultant-at-hella-2725248184,False,2021-08-12,2021-10-16,cs,14,linkedin,linkedin#2725248184,,,,,,,,,,Loštice,,,,,,,,,,,,,,,,,,,,Olomouc,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Software Engineer,Vacuumlabs,https://cz.linkedin.com/jobs/view/software-engineer-at-vacuumlabs-2732721522,False,2021-09-26,2021-10-15,en,2,linkedin,linkedin#2732721522,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,CONTRACT,,,,,,,,,
Tester v automotive (35-43.000 Kč),"Advantage Consulting, s.r.o.",https://cz.linkedin.com/jobs/view/tester-v-automotive-35-43-000-k%C4%8D-at-advantage-consulting-s-r-o-2721547225,False,2021-09-13,2021-10-15,cs,10,linkedin,linkedin#2721547225,,,,,,,,,,Mladá Boleslav,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Hledá se junior full-stack developer | JS/PHP | až 40.000 Kč,Jobs Contact,https://cz.linkedin.com/jobs/view/hled%C3%A1-se-junior-full-stack-developer-js-php-a%C5%BE-40-000-k%C4%8D-at-jobs-contact-person%C3%A1ln%C3%AD-agentura-2721546452,False,2021-09-13,2021-10-15,cs,12,linkedin,linkedin#2721546452,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Webový vývojář Junior #remote #relax #know-how,BRAINSOV Solutions s.r.o.,https://junior.guru/jobs/385e0932bed98004a0c0b5b5263862d220bb9e31790924a6647505bf/,True,2021-09-14,2021-10-14,,,juniorguru,juniorguru#385e0932bed98004a0c0b5b5263862d220bb9e31790924a6647505bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,částečný úvazek,,,,,,,,,
Webový vývojář Junior #remote #relax #know-how,BRAINSOV Solutions s.r.o.,https://junior.guru/jobs/4c0616539cd6c3587341517e9f9f364f271aae095fb29c2dc2d7e0de/,True,2021-09-14,2021-10-14,,,juniorguru,juniorguru#4c0616539cd6c3587341517e9f9f364f271aae095fb29c2dc2d7e0de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,částečný úvazek,,,,,,,,,
Programátor C#,OLTIS Group a.s.,https://junior.guru/jobs/4e9cbe78f4136052b16ca03a5017b8923f73d41413944a0b970fcd49/,True,2021-09-09,2021-10-09,,,juniorguru,juniorguru#4e9cbe78f4136052b16ca03a5017b8923f73d41413944a0b970fcd49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,placená stáž,plný úvazek,částečný úvazek,,,,,,,
SQL DB Analyst,Worklio s.r.o.,https://junior.guru/jobs/b836d5fefc0d8aadffe2c937b678ef66fb85452e1d089dd5a8ad9fac/,True,2021-08-25,2021-09-24,,,juniorguru,juniorguru#b836d5fefc0d8aadffe2c937b678ef66fb85452e1d089dd5a8ad9fac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,částečný úvazek,,,,,,,,
Django/Python web developer,Endevel,https://junior.guru/jobs/c60ceb6b3f70d400d0652de7d8eef0007822339dedb510e952c5d0a7/,False,2021-08-12,2021-09-11,,,juniorguru,juniorguru#c60ceb6b3f70d400d0652de7d8eef0007822339dedb510e952c5d0a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,částečný úvazek,,,,,,,,
Junior UI Tester,ATLAS Group,https://junior.guru/jobs/2ea3bef7b4cf9e3f6a69a6ac3062599571e4a78ce3f4ccd0458762da/,True,2021-07-20,2021-08-19,,,juniorguru,juniorguru#2ea3bef7b4cf9e3f6a69a6ac3062599571e4a78ce3f4ccd0458762da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,částečný úvazek,,,,,,,,
Front-end developer,Worklio s.r.o.,https://junior.guru/jobs/3ec29d9f2de77b9538b97079afe910b8ffc893976e495c552c420ae7/,True,2021-06-22,2021-07-22,,,juniorguru,juniorguru#3ec29d9f2de77b9538b97079afe910b8ffc893976e495c552c420ae7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,,,,,,,,,
PHP Junior,Inizio Internet Media s.r.o.,https://junior.guru/jobs/8cbdeb44ce76cc33de18104f6c704e7f82e2764be3ed156b75dbeae2/,True,2021-06-07,2021-07-07,,,juniorguru,juniorguru#8cbdeb44ce76cc33de18104f6c704e7f82e2764be3ed156b75dbeae2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,,,,,,,,,
Cybersecurity Python backend developer,Defensive Network,https://junior.guru/jobs/f7d3b2ed16c9a59718febd57cca18d82a607494ff79e3a8b11ca771e/,True,2021-05-07,2021-07-06,,,juniorguru,juniorguru#f7d3b2ed16c9a59718febd57cca18d82a607494ff79e3a8b11ca771e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,částečný úvazek,,,,,,,,
ICT Správce Junior,KUBOUŠEK EU holding a.s.,https://junior.guru/jobs/fdcb112a5b168c55828a385c65f3835919fb64de92803ecd0f6bf798/,False,2021-06-02,2021-07-02,,,juniorguru,juniorguru#fdcb112a5b168c55828a385c65f3835919fb64de92803ecd0f6bf798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,,,,,,,,,
Intern iOS Developer,matsworld.,https://junior.guru/jobs/c6736ab9d03f1e159a47e7cfe87b4011160df6dc525df2d88bc10d4d/,True,2021-05-18,2021-06-17,,,juniorguru,juniorguru#c6736ab9d03f1e159a47e7cfe87b4011160df6dc525df2d88bc10d4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neplacená stáž,,,,,,,,,
Android Developer Intern,matsworld.,https://junior.guru/jobs/2e3165570198aa5ab978e79fae4cdace85e123d885fa3195cc00587b/,True,2021-05-18,2021-06-17,,,juniorguru,juniorguru#2e3165570198aa5ab978e79fae4cdace85e123d885fa3195cc00587b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neplacená stáž,,,,,,,,,
Internship - Data Science Content Creator (Datalore),JetBrains,https://junior.guru/jobs/30efac4f44f6c344745429bd15bd4c68b8c90025e28f9fe42ce44002/,True,2021-05-27,2021-06-14,,,juniorguru,juniorguru#30efac4f44f6c344745429bd15bd4c68b8c90025e28f9fe42ce44002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,placená stáž,,,,,,,,,
Internship - Structural documents plugin (IntelliJ IDEA),JetBrains,https://junior.guru/jobs/0b9da7b7e122daa8080c32e4a726cbaf7f860085a8d2293a6046c80e/,True,2021-05-27,2021-06-14,,,juniorguru,juniorguru#0b9da7b7e122daa8080c32e4a726cbaf7f860085a8d2293a6046c80e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,placená stáž,,,,,,,,,
Internship - GenMC integration (Lincheck),JetBrains,https://junior.guru/jobs/770ea014b5edb9e0d8f282f178c73aac82530251339468b6d896314b/,True,2021-05-27,2021-06-14,,,juniorguru,juniorguru#770ea014b5edb9e0d8f282f178c73aac82530251339468b6d896314b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,placená stáž,,,,,,,,,
Junior Tester,Runecast Czech Republic s.r.o.,https://junior.guru/jobs/930ab895952af34a39af79291a534705b9f4e81648d2660ada95f2d0/,False,2021-05-11,2021-06-10,,,juniorguru,juniorguru#930ab895952af34a39af79291a534705b9f4e81648d2660ada95f2d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,,,,,,,,,
Frontend developer pro zajímavý projekt,Worklio s.r.o.,https://junior.guru/jobs/f97dd78d5a43148c28d626b4a1703f92468c94c2376107c697715120/,True,2021-05-10,2021-06-09,,,juniorguru,juniorguru#f97dd78d5a43148c28d626b4a1703f92468c94c2376107c697715120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,,,,,,,,,
junior Java developer,DevForce s.r.o.,https://junior.guru/jobs/27a1805174bb11b1d147bd5f97ddd4a90ea9d529632032568b488f5a/,False,2021-05-07,2021-06-06,,,juniorguru,juniorguru#27a1805174bb11b1d147bd5f97ddd4a90ea9d529632032568b488f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,,,,,,,,,
Python + Django vývojář/ka,inQool,https://junior.guru/jobs/ce1bd4ac8280ebc160acb1a56cbcb2438aea09f13cad45f397193e42/,True,2021-04-14,2021-05-14,,,juniorguru,juniorguru#ce1bd4ac8280ebc160acb1a56cbcb2438aea09f13cad45f397193e42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,placená stáž,částečný úvazek,,,,,,,,
Junior Frontend Developer (HTML & React),Ondrej Sika,https://junior.guru/jobs/a0ce7623e6e441ee6712cda6f65b0442432cad329645b599a0b7d70c/,True,2021-03-29,2021-04-28,,,juniorguru,juniorguru#a0ce7623e6e441ee6712cda6f65b0442432cad329645b599a0b7d70c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,částečný úvazek,,,,,,,,,
Marketing Consultant/ka s IT backgroundem,"Enehano Solutions, s.r.o.",https://junior.guru/jobs/2204aa93a8e904f8694e530909b6d4dfd84788d0acebf2217d020969/,True,2021-02-15,2021-03-17,,,juniorguru,juniorguru#2204aa93a8e904f8694e530909b6d4dfd84788d0acebf2217d020969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,částečný úvazek,,,,,,,,
Backend developer (php/Nette),Involve digital s.r.o.,https://junior.guru/jobs/9c0e8fedc90b960b53928ea38794110a824e18b6657a89db2b2e4ac4/,True,2021-02-04,2021-03-06,,,juniorguru,juniorguru#9c0e8fedc90b960b53928ea38794110a824e18b6657a89db2b2e4ac4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,částečný úvazek,,,,,,,,
QA Engineer,Runecast Czech Republic s.r.o,https://junior.guru/jobs/f95fa227ea05b9d580dea69328f99d86f2b2c59b199777a77a28c1d4/,True,2021-02-02,2021-03-04,,,juniorguru,juniorguru#f95fa227ea05b9d580dea69328f99d86f2b2c59b199777a77a28c1d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plný úvazek,,,,,,,,,
Python/Django programátor(ka),Agentura pro podporu podnikání a investic CzechInvest,https://junior.guru/jobs/3836983b9b25b1e06e45229e582a3988c5f2e32d3ada8d05240535ae/,True,2020-11-13,2020-12-13,,,juniorguru,juniorguru#3836983b9b25b1e06e45229e582a3988c5f2e32d3ada8d05240535ae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-time,,,,,,,,,
Junior .NET developer,Worklio,https://junior.guru/jobs/1ae11e1f9e13b5d0e7473f4fd814e292df9ffd554c5aea1cb0b48033/,True,2020-11-06,2020-12-06,,,juniorguru,juniorguru#1ae11e1f9e13b5d0e7473f4fd814e292df9ffd554c5aea1cb0b48033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-time,,,,,,,,,
Junior Backend developer,Seznam.cz,https://junior.guru/jobs/2c67d25adbae2c784a01bf97c8631963605086c5fbc9f055257f84b8/,True,2020-10-27,2020-11-26,,,juniorguru,juniorguru#2c67d25adbae2c784a01bf97c8631963605086c5fbc9f055257f84b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full-time,,,,,,,,,
PHP programator - pro CRM Poski REAL,Poski.com s.r.o.,https://junior.guru/jobs/d1442b048ddb51b73f600726542ece6d014e909ffade4394619ae1a1/,False,2020-10-14,2020-11-13,,,juniorguru,juniorguru#d1442b048ddb51b73f600726542ece6d014e909ffade4394619ae1a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,part-time,unpaid internship,full-time,paid internship,volunteering,,,,,
