title,company_name,url,remote,first_seen_at,last_seen_at,lang,juniority_score,source,external_ids_0,external_ids_1,external_ids_2,external_ids_3,external_ids_4,external_ids_5,external_ids_6,external_ids_7,external_ids_8,external_ids_9,locations_0_name,locations_1_name,locations_2_name,locations_3_name,locations_4_name,locations_5_name,locations_6_name,locations_7_name,locations_8_name,locations_9_name,locations_10_name,locations_11_name,locations_12_name,locations_13_name,locations_14_name,locations_15_name,locations_16_name,locations_17_name,locations_18_name,locations_19_name,locations_0_region,locations_1_region,locations_2_region,locations_3_region,locations_4_region,locations_5_region,locations_6_region,locations_7_region,locations_8_region,locations_9_region,locations_10_region,locations_11_region,locations_12_region,locations_13_region,locations_14_region,locations_15_region,locations_16_region,locations_17_region,locations_18_region,locations_19_region,employment_types_0,employment_types_1,employment_types_2,employment_types_3,employment_types_4,employment_types_5,employment_types_6,employment_types_7,employment_types_8,employment_types_9
Testerpro Task Mining start up,UltimateSuite,https://www.startupjobs.cz/nabidka/34741/tester-pro-task-mining-start-up,True,2021-11-08,2021-11-13,cs,2,startupjobs,startupjobs#34741,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,PART_TIME,,,,,,,,
Junior Software Engineer/ka in QA,profiq,https://cz.linkedin.com/jobs/view/junior-software-engineer-ka-in-qa-at-profiq-2787088689,False,2021-11-08,2021-11-13,cs,2,linkedin,linkedin#2787088689,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Intern - Frontend SW Developer - ILC Healthcare – Brno,Honeywell,https://cz.linkedin.com/jobs/view/intern-frontend-sw-developer-ilc-healthcare-%E2%80%93-brno-at-honeywell-2790904676,False,2021-11-06,2021-11-13,en,2,linkedin,linkedin#2790904676,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Databázový vývojář (i pro juniory),LOGEX Solution Center s.r.o.,https://www.startupjobs.cz/nabidka/34739/databazovy-vyvojar-i-pro-juniory,False,2021-11-05,2021-11-13,cs,8,startupjobs,startupjobs#34739,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Intern - Frontend SW Developer - ILC Healthcare – Brno,Honeywell,https://cz.linkedin.com/jobs/view/intern-frontend-sw-developer-ilc-healthcare-%E2%80%93-brno-at-honeywell-2783807299,False,2021-11-05,2021-11-13,en,2,linkedin,linkedin#2783807299,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,CONTRACT,,,,,,,,,
Junior Python Developer,BuiltMind,https://www.startupjobs.cz/nabidka/34706/junior-python-developer,True,2021-11-04,2021-11-13,cs,2,startupjobs,startupjobs#34706,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,INTERNSHIP,,,,,,,,
Service Desk Support,SoftwareONE Czech Republic s.r.o.,https://www.startupjobs.cz/nabidka/25117/service-desk-support,False,2021-11-03,2021-11-13,cs,2,startupjobs,startupjobs#25117,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior procesní analytik,eppTec,https://www.startupjobs.cz/nabidka/34673/junior-procesni-analytik,False,2021-11-03,2021-11-13,cs,2,startupjobs,startupjobs#34673,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior software engineers: work from home for a cutting-edge UK software startup,Axsy,https://stackoverflow.com/jobs/525739/junior-software-engineers-work-from-home-for-a-axsy,False,2021-11-01,2021-11-13,en,8,stackoverflow,stackoverflow#525739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
E-commerce (PHP/Symfony) developer/ka - Junior,Shopsys,https://www.startupjobs.cz/nabidka/27323/e-commerce-php-symfony-developer-ka-junior,True,2021-11-01,2021-11-13,cs,4,startupjobs,startupjobs#27323,,,,,,,,,,Žilina,Pardubice,Ostrava,,,,,,,,,,,,,,,,,,Slovensko,Pardubice,Ostrava,,,,,,,,,,,,,,,,,,FULL_TIME,PART_TIME,,,,,,,,
"Application Developer – JavaScript, Python",AT&T,https://junior.guru/jobs/b14a3b2248aaf38219d19f10ada55e124788328f2868a1a24e019175/,True,2021-10-30,2021-11-13,en,-2,juniorguru,juniorguru#b14a3b2248aaf38219d19f10ada55e124788328f2868a1a24e019175,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
"Application Developer – JavaScript, Python - Junior",AT&T,https://junior.guru/jobs/04735ea16242e5f9f769e54213477599939f0606d6fc6e5c3e60c362/,True,2021-10-30,2021-11-13,en,-2,juniorguru,juniorguru#04735ea16242e5f9f769e54213477599939f0606d6fc6e5c3e60c362,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior DevOps Engineer - možný i part-time,Favorlogic s.r.o.,https://www.startupjobs.cz/nabidka/31341/junior-devops-engineer-mozny-i-part-time,False,2021-10-29,2021-11-13,cs,12,startupjobs,startupjobs#31341,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,PART_TIME,,,,,,,,
Koordinátor vývoje (junior),MODRÝ ANDĚL,https://www.startupjobs.cz/nabidka/34571/koordinator-vyvoje-junior,False,2021-10-28,2021-11-13,cs,8,startupjobs,startupjobs#34571,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,PART_TIME,,,,,,,,
PHP programátor,Net Magnet s.r.o.,https://cz.linkedin.com/jobs/view/php-program%C3%A1tor-at-net-magnet-s-r-o-2780948920,False,2021-10-28,2021-11-13,cs,14,linkedin,linkedin#2780948920,,,,,,,,,,Český Krumlov,,,,,,,,,,,,,,,,,,,,České Budějovice,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
"Programátor (ka) v Nette, vhodné pro juniory",MioWeb s.r.o.,https://www.startupjobs.cz/nabidka/29956/programator-ka-v-nette-vhodne-pro-juniory,True,2021-10-27,2021-11-13,cs,2,startupjobs,startupjobs#29956,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Systémový programátor (Embedded Linux),Braiins – Slush Pool,https://www.startupjobs.cz/nabidka/34527/junior-systemovy-programator-embedded-linux,False,2021-10-27,2021-11-13,cs,12,startupjobs,startupjobs#34527,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Full-stack Developer,Qerko,https://cz.linkedin.com/jobs/view/full-stack-developer-at-qerko-2773111731,False,2021-10-26,2021-11-13,cs,4,linkedin,linkedin#2773111731,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,CONTRACT,,,,,,,,,
IT HW technik,Nethost s.r.o.,https://www.startupjobs.cz/nabidka/34453/it-hw-technik,False,2021-10-25,2021-11-13,cs,2,startupjobs,startupjobs#34453,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Vývojář webových aplikací (SaaS),NoStress Commerce s.r.o.,https://cz.linkedin.com/jobs/view/v%C3%BDvoj%C3%A1%C5%99-webov%C3%BDch-aplikac%C3%AD-saas-at-nostress-commerce-s-r-o-2776421911,False,2021-10-25,2021-11-13,cs,4,linkedin,linkedin#2776421911,,,,,,,,,,Ústí nad Orlicí,,,,,,,,,,,,,,,,,,,,Pardubice,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Programmer,"Dataobjects, s.r.o.",https://cz.linkedin.com/jobs/view/junior-programmer-at-dataobjects-s-r-o-2771937227,False,2021-10-25,2021-11-13,en,2,linkedin,linkedin#2771937227,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Backend Developer,DATA-NORMS s.r.o.,https://cz.linkedin.com/jobs/view/backend-developer-at-data-norms-s-r-o-2776415464,False,2021-10-25,2021-11-13,cs,2,linkedin,linkedin#2776415464,,,,,,,,,,Jindřichův Hradec,,,,,,,,,,,,,,,,,,,,České Budějovice,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Kubernetes DevOps specialista,ProRocketeers,https://www.startupjobs.cz/nabidka/34435/kubernetes-devops-specialista,False,2021-10-24,2021-11-13,cs,2,startupjobs,startupjobs#34435,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Back-End Developer (C#),PwC Czech Republic,https://cz.linkedin.com/jobs/view/junior-back-end-developer-c%23-at-pwc-%C4%8Desk%C3%A1-republika-2770237527,False,2021-10-23,2021-11-13,en,2,linkedin,linkedin#2770237527,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Front-End Web Developer (Angular),PwC Czech Republic,https://cz.linkedin.com/jobs/view/junior-front-end-web-developer-angular-at-pwc-%C4%8Desk%C3%A1-republika-2770239090,False,2021-10-23,2021-11-13,en,6,linkedin,linkedin#2770239090,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Intern - Frontend SW Developer - ILC Healthcare – Brno,Honeywell,https://cz.linkedin.com/jobs/view/intern-frontend-sw-developer-ilc-healthcare-%E2%80%93-brno-at-honeywell-2790907070,False,2021-10-23,2021-11-13,en,2,linkedin,linkedin#2790907070,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior IT Security Specialist,"MyCom Solutions, s.r.o.",https://www.startupjobs.cz/nabidka/33931/junior-it-security-specialist,False,2021-10-21,2021-11-13,cs,2,startupjobs,startupjobs#33931,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior .NET developer,Meta IT s.r.o.,https://www.startupjobs.cz/nabidka/34364/junior-net-developer,False,2021-10-21,2021-11-13,cs,18,startupjobs,startupjobs#34364,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,PART_TIME,,,,,,,,
Junior Java Developer,Meta IT s.r.o.,https://www.startupjobs.cz/nabidka/34367/junior-java-developer,False,2021-10-21,2021-11-13,cs,18,startupjobs,startupjobs#34367,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Mobilní vývojář,NFCtron a.s.,https://www.startupjobs.cz/nabidka/34387/mobilni-vyvojar,True,2021-10-21,2021-11-13,cs,6,startupjobs,startupjobs#34387,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,PART_TIME,,,,,,,,
Software Engineer,Vacuumlabs,https://cz.linkedin.com/jobs/view/software-engineer-at-vacuumlabs-2765603831,False,2021-10-21,2021-11-13,en,2,linkedin,linkedin#2765603831,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,CONTRACT,,,,,,,,,
Junior vývojář šablon se základy HTML a SQL - Personalizace,Česká spořitelna,https://cz.linkedin.com/jobs/view/junior-v%C3%BDvoj%C3%A1%C5%99-%C5%A1ablon-se-z%C3%A1klady-html-a-sql-personalizace-at-%C4%8Desk%C3%A1-spo%C5%99itelna-2771129596,False,2021-10-20,2021-11-13,cs,10,linkedin,linkedin#2771129596,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Frontend [React] developer wanted by Team TNT,GoodData,https://cz.linkedin.com/jobs/view/frontend-react-developer-wanted-by-team-tnt-%F0%9F%A7%A8-at-gooddata-2765654531,False,2021-10-19,2021-11-13,en,2,linkedin,linkedin#2765654531,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Android vývojář,"AllApps, s.r.o.",https://junior.guru/jobs/eeb384827694adc50950c93d1cae6efa33a8679e26b8eb1b38cd309d/,True,2021-10-18,2021-11-13,cs,2,juniorguru,juniorguru#eeb384827694adc50950c93d1cae6efa33a8679e26b8eb1b38cd309d,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,PAID_INTERNSHIP,PART_TIME,,,,,,,
Systémový/á administrátor/ka junior a podpora uživatelů,"CZ.NIC, z. s. p. o.",https://www.startupjobs.cz/nabidka/25511/systemovy-a-administrator-ka-junior-a-podpora-uzivatelu,False,2021-10-15,2021-11-13,cs,16,startupjobs,startupjobs#25511,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,PART_TIME,,,,,,,,
Junior C++ Developer,CoolPeople,https://cz.linkedin.com/jobs/view/junior-c%2B%2B-developer-at-coolpeople-2757916542,False,2021-10-15,2021-11-13,cs,12,linkedin,linkedin#2757916542,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Frontend nebo Backend stážista v ARGO22,ARGO22 s.r.o.,https://www.startupjobs.cz/nabidka/34166/frontend-nebo-backend-stazista-v-argo22,False,2021-10-14,2021-11-13,cs,10,startupjobs,startupjobs#34166,,,,,,,,,,České Budějovice,,,,,,,,,,,,,,,,,,,,České Budějovice,,,,,,,,,,,,,,,,,,,,INTERNSHIP,PART_TIME,,,,,,,,
PHP programátor s praxí,goNET s.r.o.,https://cz.linkedin.com/jobs/view/php-program%C3%A1tor-s-prax%C3%AD-at-gonet-s-r-o-2786447555,False,2021-10-08,2021-11-13,cs,10,linkedin,linkedin#2786447555,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
PHP / Wordpress developer,XEVOS,https://cz.linkedin.com/jobs/view/php-wordpress-developer-at-xevos-2786384485,False,2021-10-08,2021-11-13,cs,14,linkedin,linkedin#2786384485,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Android Developer,Komerční banka,https://cz.linkedin.com/jobs/view/junior-android-developer-at-komer%C4%8Dn%C3%AD-banka-2533120346,False,2021-10-05,2021-11-13,cs,8,linkedin,linkedin#2533120346,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Programátor ERP aplikací - vývoj speciálního interface,"PROFI-MEN, s.r.o.",https://cz.linkedin.com/jobs/view/program%C3%A1tor-erp-aplikac%C3%AD-v%C3%BDvoj-speci%C3%A1ln%C3%ADho-interface-at-profi-men-s-r-o-2774985511,False,2021-10-02,2021-11-13,cs,2,linkedin,linkedin#2774985511,,,,,,,,,,Trutnov,,,,,,,,,,,,,,,,,,,,Hradec Králové,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior Java Developer – skvělá šance pro absolventy!,CGI,https://cz.linkedin.com/jobs/view/junior-java-developer-%E2%80%93-skv%C4%9Bl%C3%A1-%C5%A1ance-pro-absolventy%21-at-cgi-2772467187,False,2021-10-02,2021-11-13,cs,16,linkedin,linkedin#2772467187,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior PHP developer,PeckaDesign,https://www.startupjobs.cz/nabidka/22667/junior-php-developer,False,2021-09-20,2021-11-13,cs,18,startupjobs,startupjobs#22667,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,INTERNSHIP,PART_TIME,,,,,,,
PHP developer pro solidpixels.,solidpixels.,https://www.startupjobs.cz/nabidka/33238/php-developer-pro-solidpixels,True,2021-09-13,2021-11-13,cs,2,startupjobs,startupjobs#33238,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,PART_TIME,,,,,,,,
Hledá se junior full-stack developer | JS/PHP | až 40.000 Kč,Jobs Contact,https://cz.linkedin.com/jobs/view/hled%C3%A1-se-junior-full-stack-developer-js-php-a%C5%BE-40-000-k%C4%8D-at-jobs-contact-person%C3%A1ln%C3%AD-agentura-2767689049,False,2021-09-12,2021-11-13,cs,12,linkedin,linkedin#2767689049,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Java Developer Junior,CGI,https://cz.linkedin.com/jobs/view/java-developer-junior-at-cgi-2769021024,False,2021-09-12,2021-11-13,cs,2,linkedin,linkedin#2769021024,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Java Developer Junior,CGI,https://cz.linkedin.com/jobs/view/java-developer-junior-at-cgi-2725357398,False,2021-09-09,2021-11-13,cs,2,linkedin,linkedin#2725357398,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,Ostrava,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Java Developer Junior,CGI,https://cz.linkedin.com/jobs/view/java-developer-junior-at-cgi-2725359344,False,2021-09-09,2021-11-13,cs,2,linkedin,linkedin#2725359344,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior BI Developer (BI4SG),Komerční banka,https://cz.linkedin.com/jobs/view/junior-bi-developer-bi4sg-at-komer%C4%8Dn%C3%AD-banka-2701029809,False,2021-09-04,2021-11-13,en,4,linkedin,linkedin#2701029809,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Začni v některém z našlapaných českých startupů z portfolia Credo Ventures,Credo Ventures,https://junior.guru/jobs/356c084cae33eaaffec2ab9c79fb583f7c1271f730acc612fa2dbfb8/,True,2021-09-01,2021-11-13,cs,0,juniorguru,juniorguru#356c084cae33eaaffec2ab9c79fb583f7c1271f730acc612fa2dbfb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FULL_TIME,PART_TIME,,,,,,,,
Network Support Engineer L1,ComSource s.r.o.,https://www.startupjobs.cz/nabidka/32283/network-support-engineer-l1,False,2021-08-30,2021-11-13,cs,18,startupjobs,startupjobs#32283,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
SAP vývojář integrací,TREGENIO Services s.r.o.,https://www.startupjobs.cz/nabidka/32963/sap-vyvojar-integraci,True,2021-08-25,2021-11-13,cs,6,startupjobs,startupjobs#32963,,,,,,,,,,Plzeň,,,,,,,,,,,,,,,,,,,,Plzeň,,,,,,,,,,,,,,,,,,,,FULL_TIME,PART_TIME,,,,,,,,
Junior PHP Developer,Eppi (Next Generation Luxury s.r.o.),https://www.startupjobs.cz/nabidka/32096/junior-php-developer,False,2021-08-23,2021-11-13,cs,6,startupjobs,startupjobs#32096,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior programátor - Python,TeskaLabs Ltd,https://www.startupjobs.cz/nabidka/11067/junior-programator-python,False,2021-08-11,2021-11-13,cs,10,startupjobs,startupjobs#11067,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Student Parsing Developer – Part-Time,MANTA,https://www.startupjobs.cz/nabidka/7608/student-parsing-developer-part-time,False,2021-08-11,2021-11-13,cs,10,startupjobs,startupjobs#7608,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,PART_TIME,,,,,,,,,
Student Reporting Developer – Part-Time,MANTA,https://www.startupjobs.cz/nabidka/13480/student-reporting-developer-part-time,False,2021-08-11,2021-11-13,cs,12,startupjobs,startupjobs#13480,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,INTERNSHIP,PART_TIME,,,,,,,,
Stáž v Red Hatu,Red Hat,https://junior.guru/jobs/34fa3ec07892dd3ff64458e2ccbf12578e00860483427e9e7c4847bc/,False,2020-09-04,2021-11-13,cs,16,juniorguru,juniorguru#34fa3ec07892dd3ff64458e2ccbf12578e00860483427e9e7c4847bc,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,PAID_INTERNSHIP,,,,,,,,,
Chceš se stát engineerkou/engineerem v Red Hatu?,Red Hat,https://junior.guru/jobs/215426887eaaad9105ecf647d0ff24cf94de7c9eb47cc6f2c55e6921/,False,2020-08-31,2021-11-13,cs,18,juniorguru,juniorguru#215426887eaaad9105ecf647d0ff24cf94de7c9eb47cc6f2c55e6921,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Intern - Frontend SW Developer - ILC Healthcare – Brno,Honeywell,https://cz.linkedin.com/jobs/view/intern-frontend-sw-developer-ilc-healthcare-%E2%80%93-brno-at-honeywell-2790653488,False,2021-11-05,2021-11-12,en,2,linkedin,linkedin#2790653488,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
"Area Manager, Network Engineering",AT&T,https://junior.guru/jobs/e77acd6abbc3aacae9fca440fb0ef9ebf2b954e2479113f26c59a439/,False,2021-10-30,2021-11-12,en,0,juniorguru,juniorguru#e77acd6abbc3aacae9fca440fb0ef9ebf2b954e2479113f26c59a439,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Software Engineer,Vacuumlabs,https://cz.linkedin.com/jobs/view/software-engineer-at-vacuumlabs-2765605773,False,2021-10-22,2021-11-12,en,2,linkedin,linkedin#2765605773,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,CONTRACT,,,,,,,,,
Intern - Frontend SW Developer - ILC Healthcare – Brno,Honeywell,https://cz.linkedin.com/jobs/view/intern-frontend-sw-developer-ilc-healthcare-%E2%80%93-brno-at-honeywell-2790653494,False,2021-10-22,2021-11-12,en,2,linkedin,linkedin#2790653494,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
IT Technik Brno,Nexineo,https://junior.guru/jobs/e1de20e20a43ffbf0b0edc34b73058d76348fa3f784c0018b5b84dce/,False,2021-10-15,2021-11-12,cs,-2,juniorguru,juniorguru#e1de20e20a43ffbf0b0edc34b73058d76348fa3f784c0018b5b84dce,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Konzultant 1st Level Support,Logio s.r.o.,https://www.startupjobs.cz/nabidka/20834/konzultant-1st-level-support,False,2021-10-13,2021-11-12,cs,6,startupjobs,startupjobs#20834,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Junior programátor/ka PLC,BenThor automation s.r.o.,https://cz.linkedin.com/jobs/view/junior-program%C3%A1tor-ka-plc-at-benthor-automation-s-r-o-2756767386,False,2021-10-11,2021-11-12,cs,4,linkedin,linkedin#2756767386,,,,,,,,,,Mladá Boleslav,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
"Programátor/ka, vývojař/ka Java a PHP - oblast automatizace","PROFI-MEN, s.r.o.",https://cz.linkedin.com/jobs/view/program%C3%A1tor-ka-v%C3%BDvoja%C5%99-ka-java-a-php-oblast-automatizace-at-profi-men-s-r-o-2723064535,False,2021-08-08,2021-11-12,cs,4,linkedin,linkedin#2723064535,,,,,,,,,,Hradec Králové,,,,,,,,,,,,,,,,,,,,Hradec Králové,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
JAVA DEVELOPER JUNIOR,StringData s.r.o.,https://www.startupjobs.cz/nabidka/30359/java-developer-junior,False,2021-10-21,2021-11-11,cs,24,startupjobs,startupjobs#30359,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,PART_TIME,,,,,,,,
SAP iXp Intern - ABAP / JavaScript Software Developer / Tester,SAP BusinessObjects,https://cz.linkedin.com/jobs/view/sap-ixp-intern-abap-javascript-software-developer-tester-at-sap-businessobjects-2781938054,False,2021-10-26,2021-11-10,en,2,linkedin,linkedin#2781938054,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,INTERNSHIP,,,,,,,,,
Junior Node.JS developer,Vercom S.A.,https://cz.linkedin.com/jobs/view/junior-node-js-developer-at-vercom-s-a-2768702713,False,2021-10-18,2021-11-10,cs,4,linkedin,linkedin#2768702713,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Projektový koordinátor,ootolno s.r.o.,https://www.startupjobs.cz/nabidka/34774/projektovy-koordinator,True,2021-11-08,2021-11-09,cs,2,startupjobs,startupjobs#34774,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,PART_TIME,,,,,,,,,
Intern - Frontend SW Developer - ILC Healthcare – Brno,Honeywell,https://cz.linkedin.com/jobs/view/intern-frontend-sw-developer-ilc-healthcare-%E2%80%93-brno-at-honeywell-2783595199,False,2021-11-05,2021-11-09,en,2,linkedin,linkedin#2783595199,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
Intern - Frontend SW Developer - ILC Healthcare – Brno,Honeywell,https://cz.linkedin.com/jobs/view/intern-frontend-sw-developer-ilc-healthcare-%E2%80%93-brno-at-honeywell-2764975012,False,2021-10-18,2021-11-09,en,2,linkedin,linkedin#2764975012,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,Brno,,,,,,,,,,,,,,,,,,,,FULL_TIME,,,,,,,,,
